O*NET-SOC Code,Title,ANALYTICAL,Fluency of Ideas,Originality,Problem Sensitivity,Deductive Reasoning,Inductive Reasoning,Information Ordering,Category Flexibility,Innovation,Analytical Thinking,Critical Thinking,Active Learning,Learning Strategies,Complex Problem Solving,Operations Analysis,"Judging the Qualities of Things, Services, or People",Analyzing Data or Information,Making Decisions and Solving Problems,Thinking Creatively,Updating and Using Relevant Knowledge,Developing Objectives and Strategies
49-9011.00,Mechanical Door Repairers,NA,2.12,2.12,3,3,3,2.88,2.88,3.65,3.5,3,2.25,2.12,2.88,1.12,2.72,2.35,2.92,2.9,3.35,1.39
17-3013.00,Mechanical Drafters,NA,3.25,3.38,3.5,3.62,3.5,3.75,3.5,4.02,4.34,3.25,3.62,2.88,3.12,3.12,3,3.7,3.83,4.71,4.55,2.52
17-3027.00,Mechanical Engineering Technicians,NA,3.25,3.25,4,4.12,3.75,3.88,4.12,3.46,4.24,3.75,3.25,3.12,3.25,2.88,3.81,5.02,5.33,4.95,5.4,3.55
17-3029.07,Mechanical Engineering Technologists,NA,3.12,3,3.88,3.75,3.75,3.88,3.5,4.05,4.42,3.5,3.25,2.75,3.12,2.75,3.19,4.29,4.65,5.05,4.84,2.81
17-2141.00,Mechanical Engineers,NA,3.88,4,4.12,4.88,4.12,4.38,4.12,4.64,4.78,4.25,4.38,3.5,4.75,4.62,3.95,4.62,4.64,4.72,4.99,3.22
17-2199.05,Mechatronics Engineers,NA,3.5,4,4.25,4.5,4.38,3.62,3.25,4.52,4.35,4.12,3.88,3.38,4.12,3.38,2.85,4.1,4.94,5.56,5.57,3.31
29-2012.00,Medical and Clinical Laboratory Technicians,NA,2.88,2.88,3.75,3,3.12,3.62,3.5,3.26,4.43,3.38,3.12,3.12,3,1.88,3.4,4.73,5.3,3.71,5.57,3.25
29-2011.00,Medical and Clinical Laboratory Technologists,NA,2.88,2.88,4.12,4,4,4,3.75,3.06,4.57,4,3.88,3,3.38,2,4.16,4.67,4.68,3.19,5.16,2.81
11-9111.00,Medical and Health Services Managers,NA,3.5,3.5,4,4,4,3.88,3.25,3.88,4.19,4,4,3.75,3.38,3.88,4.65,5,5.32,4.4,5.68,4.58
51-9082.00,Medical Appliance Technicians,NA,3,3,3.62,3.62,3.12,3.12,3,3.85,3.79,3.5,3,2.88,3,2.25,3.52,3.27,4.13,4.16,4.04,2.89
31-9092.00,Medical Assistants,NA,2.75,2.62,3.62,3.5,3.25,3.12,3.12,3.75,4.22,3.75,3.38,3,3,0.62,4.41,3.66,3.72,3.6,5.08,2.96
31-9093.00,Medical Equipment Preparers,NA,2,2,3.12,3.12,2.62,3,3,3.63,3.93,2.88,3,2.62,2.5,0.38,5.14,4.3,5.36,4.23,5.5,2.81
49-9062.00,Medical Equipment Repairers,NA,3,3,3.38,3.5,3.38,3.88,3.25,3.48,4.2,3.62,3.25,2.88,3.12,2.12,4.09,4.11,4.81,4.19,5.35,3.31
29-2071.00,Medical Records and Health Information Technicians,NA,2.5,2.5,2.88,3.12,2.88,3.12,3.25,3.47,3.9,2.88,2.5,2.62,2.62,1.25,2.14,3.73,3.34,3.03,5.02,1.38
19-1042.00,"Medical Scientists, Except Epidemiologists",NA,4,3.88,5,4.88,5.5,4.38,4.12,4.22,4.67,4.62,4.5,3.75,4.5,3.88,5,6.09,5.08,5.65,6.19,4.41
43-6013.00,Medical Secretaries,NA,2,2,3,3,3,3,2.88,3.52,3.7,3,2.38,2,2.62,0.5,1.49,3.3,3.57,2.05,3.98,2.23
31-9094.00,Medical Transcriptionists,NA,1.75,1.62,3,3.12,3.12,3,3,2.83,2.86,2.88,2.5,2,2.5,0.5,1.89,2.42,2.67,1.22,4.34,1.34
13-1121.00,"Meeting, Convention, and Event Planners",NA,3.75,3.62,4,3.88,3.38,3.5,3.25,4.07,3.81,3.88,3.12,2.88,3.5,2.62,4.04,3.84,4.12,4.53,4.33,3.65
21-1023.00,Mental Health and Substance Abuse Social Workers,NA,3.75,3.88,4.62,4.12,4.12,3.75,3.62,3.63,3.95,4.12,4,4,3.75,2.88,3.98,3.93,4.74,4.32,5.01,3.89
21-1014.00,Mental Health Counselors,NA,4.25,4,5,4.5,5.12,3.88,4,4.09,4.02,4.5,4.12,3.88,3.88,3.38,1.95,4.27,4.39,4.74,5.05,4.06
27-1026.00,Merchandise Displayers and Window Trimmers,NA,3.38,3.25,3,3.12,3,3.25,3.12,4.09,3.71,3.38,3,2,2.88,2,2.41,2.14,3.16,3.94,2.93,2.12
51-4051.00,Metal-Refining Furnace Operators and Tenders,NA,2,2,3,2.88,2.88,3,2.88,3.15,3.83,3,2.12,2,2.88,0.75,3.3,3.12,4.41,3.4,3.5,2.51
43-5041.00,"Meter Readers, Utilities",NA,2,2,2.88,2.75,2.75,2.88,2.88,3.33,3.54,2.75,2.12,2.5,2.62,0.62,2.56,2.44,3.06,2.63,3.45,2.01
19-1022.00,Microbiologists,NA,4,4.62,5,5,5.25,4.25,5,3.35,4.57,4.5,4.5,3.88,4,3,3.91,5.09,4.74,4.74,5.78,3.96
17-2199.06,Microsystems Engineers,NA,4,4,4.25,4.5,4.38,4.12,4,4.32,4.66,4.12,3.88,3.38,4.25,3,3.02,4.4,4.94,5.25,5.5,3.73
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",NA,3.12,3.12,3.62,3.75,3.75,3.75,3,4.15,4.27,3.62,3.88,4,3.12,0.38,3.65,4.39,4.72,4.89,4.99,4.41
29-9099.01,Midwives,0,3.25,3.12,5.12,4.5,4.38,3.75,3.38,3.88,4.22,4.12,3.38,3,3.25,1,4.57,4.88,6.13,4.3,5.7,4.06
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",NA,2.38,2.25,3,3,2.88,3,2.75,3.07,3.29,2.88,2.5,1.88,2.5,1.62,2.71,2,3.1,2.35,3.29,2.57
49-9044.00,Millwrights,NA,3,2.88,3.5,3.12,3.12,3.88,3.12,3.65,3.91,3.12,3.12,2.88,3,1.12,4,3.52,4.83,4.04,5.22,3.04
47-5042.00,Mine Cutting and Channeling Machine Operators,NA,2.13,2.13,3.13,2.75,2.63,2.88,2.63,3.11,3.54,2.5,2.25,2,2.75,0.38,2.76,2.31,3.99,2.8,3.89,2.75
53-7111.00,Mine Shuttle Car Operators,NA,1.25,1.38,2.63,2.75,2.13,2.13,1.5,2.54,2.45,2.5,1.62,0.88,2.25,0.25,2.48,1.61,4.34,3.33,3.3,2.39
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",NA,4,3.88,4.5,4.88,4.62,4.12,4.12,3.57,4.77,4.5,4.12,3.38,4.38,4.12,4.17,5.22,5.27,4.53,5.25,4.04
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",NA,2,2,3.12,3,3,3.12,3,3.36,3.79,2.88,2.88,2.5,2.75,0.25,3.22,2.35,2.94,2.35,2.52,1.91
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",NA,2.88,2.88,3.62,3.62,3.62,3.88,3.12,3.81,3.85,3.38,3,2.75,3.25,1.38,3.48,3.57,4.59,3.94,4.81,2.83
51-4061.00,"Model Makers, Metal and Plastic",NA,2.38,2.75,3.12,3.12,2.88,3.25,2.88,4.36,4.35,3,2.88,2,2.75,2.5,2.46,2.47,2.23,3.54,3.78,1.35
51-7031.00,"Model Makers, Wood",NA,2.88,2.75,3,3.13,3,3.25,3,3.99,3.9,3.12,2.62,1.88,3,2.88,4.44,3.55,4.62,5.04,4.32,3.67
41-9012.00,Models,0,1.88,2.25,1.88,2.13,2,2,2.5,3.08,1.61,2,1.75,0.12,1.88,0.88,0.26,0.2,1.14,2.26,1.86,0.86
51-9195.07,Molding and Casting Workers,NA,2,2,2.75,2.62,2.5,3,3,2.87,2.81,2.88,2.5,2.38,2.88,0.75,3.3,2.45,3.07,2.64,3.42,1.93
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",NA,2.25,2.25,3,2.88,2.62,3.12,3,3.3,3.67,2.62,2.25,2.25,2.25,1.62,2.81,2.38,3.3,2.49,3.64,1.72
19-1029.02,Molecular and Cellular Biologists,NA,4.38,4.5,4.5,5.25,5.5,4.5,5,4.09,4.65,5,5.25,4.5,4.12,3.25,2.91,5.83,5.17,5.48,5.43,3.91
39-4031.00,"Morticians, Undertakers, and Funeral Directors",NA,3,3,3.25,3.75,3.12,3.12,3.12,3.73,3.54,3.88,3.25,2.88,3.25,2.75,3.97,3.29,4.24,4.04,4.24,3.3
39-3021.00,Motion Picture Projectionists,NA,1.75,2.13,3,2.88,2.88,3.13,3,2.6,2.77,2.75,2.25,1.62,2.38,2,2.17,1.67,3.41,1.92,2.8,1.53
49-3051.00,Motorboat Mechanics and Service Technicians,NA,2,2,3.38,3.25,3.5,3.38,2.88,3.54,3.81,3.12,2.25,2,2.88,0.5,2.97,3.37,3.87,3.16,4.71,2.03
53-5022.00,Motorboat Operators,NA,2.38,2.5,3.63,3,2.75,3.13,2.63,3.93,3.75,3.38,2.75,2.75,3,1.25,3.07,2.95,3.88,2.8,3.84,2.09
49-3052.00,Motorcycle Mechanics,NA,2.88,2.88,3.12,3.25,3,3.12,2.88,3.65,4.18,3.12,3,2.25,3,1.25,2.37,1.96,3.41,2.95,3.87,1.65
27-1014.00,Multimedia Artists and Animators,NA,3.75,3.75,3.5,3.62,3.5,3.5,3.62,3.75,3.43,3.62,3.38,2.88,3.25,1.38,3.85,4.22,4.81,5.9,5.68,3.86
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,2.25,2.12,3.25,3.12,3,3.12,3,3.61,3.66,3.12,2.88,2.62,3,1.88,3.51,2.44,3.49,2.7,3.55,1.81
43-4031.02,Municipal Clerks,NA,2.25,1.88,2.88,3,2.88,3,2.62,3.63,3.74,3.62,3.12,1.5,2.75,0.5,2.72,3.75,4.02,2.89,4.05,2.16
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,NA,3.88,3.75,4.38,4,4,3.88,3.75,3.73,4.06,4.25,3.88,3.88,4,3,5.13,4.1,6.15,4.69,5.9,5.04
33-2011.01,Municipal Firefighters,NA,3,3,4,3.88,3.62,3.38,3.12,3.68,3.91,3.88,3,3,2.88,1.75,4.26,3.54,4.81,3.72,5.29,3.67
25-4013.00,Museum Technicians and Conservators,NA,3.38,3.12,3.5,3.62,3.5,3.62,3.5,4.03,4.16,3.38,3.12,3,3,0.5,3.97,2.73,3.96,4.15,3.89,3.17
27-2041.04,Music Composers and Arrangers,NA,3.5,4,3.25,3.25,3.25,3.38,3,4.8,3.97,3.25,2.75,2.38,3.12,2.75,4.09,4.05,5.1,6.41,5,2.94
27-2041.01,Music Directors,NA,4,3.88,3.88,3.5,3.12,3.88,3.5,4.12,3.82,3.88,3.38,3.5,3.38,1.88,4.51,3.29,4.71,5.29,4.17,3.82
29-1125.02,Music Therapists,NA,3.62,3.88,4.12,3.75,3.88,3.5,3.12,4.2,3.89,4,3.5,3.62,3.38,1,3.36,3.59,4.43,5.5,4.57,3.73
49-9063.00,Musical Instrument Repairers and Tuners,NA,2.75,2.75,3.12,3,3.12,3.25,3.25,3.41,3.93,3.25,3,2.5,2.88,1.75,4,2.55,4.14,4.52,4.34,2.52
27-2042.02,"Musicians, Instrumental",NA,3.25,3.62,3.12,3.12,3.12,3.62,3.12,3.39,3.5,3.12,3,2.88,2.88,1.62,4.12,4.47,4.7,4.55,4.63,3.48
39-9011.01,Nannies,0,3.12,3.12,4,3.25,3.12,3,2.88,3.52,3.65,3.25,3,3.25,3,1.25,2.14,1.18,3.14,3.41,3,1.65
17-2199.09,Nanosystems Engineers,1,4.12,4.25,4.38,5.12,4.88,4.25,4.75,4.33,4.54,4.5,5,3.62,4.25,4.12,4.29,6.08,5.62,5.79,6,4.46
17-3029.12,Nanotechnology Engineering Technicians,NA,3.25,3.12,3.5,3.75,3.5,3.38,3.25,3.42,4.21,3.38,3.25,3.12,3.38,1,3.42,3.83,3.92,3.75,4.54,2.83
17-3029.11,Nanotechnology Engineering Technologists,NA,3.38,3.25,3.88,4,3.75,3.75,3.62,4.05,4.48,3.88,3.38,3.25,3.5,1.5,4.57,5.5,5.36,5.73,5.86,3.95
11-9121.00,Natural Sciences Managers,NA,4.25,4.12,4.12,5,4.75,4,4,3.88,4.33,4.38,4.88,3.62,4.25,4.25,4.42,5.14,4.9,4.95,6,4.44
29-1199.04,Naturopathic Physicians,NA,3.88,3.5,5.25,4.88,5.25,4,4,3.62,4.33,4.38,4.38,3.75,3.88,1.25,3.38,4.71,5.33,4.67,5.48,3.65
15-1142.00,Network and Computer Systems Administrators,NA,3.75,3.62,4,4,4,4,3.62,3.95,4.5,3.88,3.75,3.62,4,3.25,3.05,3.86,4.79,4.52,5.47,3.36
29-2099.01,Neurodiagnostic Technologists,NA,2.62,2.88,4,3.88,3.88,3.75,3.12,3.38,4.18,3.88,3.38,3.25,3,0.12,3.71,4.62,4.62,3.12,5.29,3.06
29-1069.04,Neurologists,NA,4.38,3.88,5.75,5,5.5,4.25,4.5,3.77,4.49,4.88,4.62,4.25,4.62,1.88,5.56,6.14,6.48,5.06,6.12,4.86
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,NA,4.12,3.75,5.75,4.88,5.62,4,4.12,3.15,4.85,4.88,5.12,4.12,4.12,1.5,3.77,5.84,5.52,4.24,6.08,3.54
43-4141.00,New Accounts Clerks,NA,2.12,2.12,3.12,3.12,3,2.88,2.75,3.81,4.05,3.5,2.62,2.38,2.62,0.5,3.64,3.37,3.78,3.04,4.64,2.58
17-3029.01,Non-Destructive Testing Specialists,NA,2.88,2.75,4.12,3.75,4,3.62,3.25,3,3.8,3.5,3.5,3.38,3.12,0.88,4,3.9,4.4,2.8,4.55,2.4
39-2021.00,Nonfarm Animal Caretakers,NA,1.88,1.75,3,2.5,2.62,2.5,2.62,3.61,3.34,2.75,2.12,2.25,2.38,0.12,3.05,1.55,3.48,2.8,3.37,1.62
17-2161.00,Nuclear Engineers,NA,3.88,3.62,4.88,4.38,4.25,4.12,4,2.93,4.59,4.75,4.12,3.25,4.38,4.62,4.7,5.63,5.41,4.81,4.81,3.62
19-4051.01,Nuclear Equipment Operation Technicians,NA,2.38,2.12,4,4,4,3.88,3.25,2.48,3.99,3.62,3.12,2.5,3,0.38,3.2,4.09,4.27,3.05,5.4,2.65
29-1069.05,Nuclear Medicine Physicians,NA,4,3.88,5.5,5.12,5.38,4.12,4.12,3.09,4.48,4.88,4.62,4,4.25,2.25,4.35,5.09,5.45,4.57,5.83,3.48
29-2033.00,Nuclear Medicine Technologists,NA,2.88,2.75,3.88,3.5,3.5,3.75,3.38,3.57,4.06,3.62,3.12,3,3,1.12,3.39,3.2,3.92,3.13,5.16,2.53
19-4051.02,Nuclear Monitoring Technicians,NA,3,3,4.25,4,4,3.88,3.62,2.87,3.66,4,3.12,3.25,3.12,0.25,3.43,4.6,4.75,3.89,5.08,3.16
51-8011.00,Nuclear Power Reactor Operators,NA,3,3,4.12,3.88,3.88,4,3.25,2.6,4.14,4,3.12,3,3.25,0.5,3.57,4.56,4.94,2.84,5.46,2.46
29-1151.00,Nurse Anesthetists,NA,3.5,3.12,5,4.12,4.12,4,3.75,3.93,4.65,4,3.62,3.38,4,3,3.69,5.07,6.23,4.37,5.73,3.55
29-1161.00,Nurse Midwives,0,3.12,3,5,4.25,4.12,3.88,3.62,3.14,4.31,4.25,4.12,3.38,3.62,2.5,4.08,4.89,5.7,4.08,5.76,3.86
29-1171.00,Nurse Practitioners,NA,3.5,3.25,5.12,4.25,4.88,4,3.88,3.6,4.47,4.38,4.12,3.62,4,3.5,4.2,4.87,5.43,4.1,6,3.52
11-9013.01,Nursery and Greenhouse Managers,NA,3,3.38,3.88,3.5,3.63,3.5,3.25,3.92,4.41,3.88,3.25,3,3,2.25,4.57,4.35,5.21,5.1,4.92,4.11
45-2092.01,Nursery Workers,NA,1.88,1.62,2.75,2.62,2.5,2.75,3,2.56,3.08,2.5,2.25,2,2,0.38,2.13,1.45,1.84,2.03,2.84,1.08
31-1014.00,Nursing Assistants,NA,2.38,2.25,3.38,3,2.88,2.88,2.75,3.83,3.81,3,2.5,2.25,2.38,0.12,3.13,2.95,3.41,2.5,3.34,2.43
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",NA,3.5,3.5,4.38,4.12,4.25,3.88,3.75,4.2,4.06,4.38,4.38,4.25,4,2.5,4.4,4.76,5.71,5.06,6.03,4.74
29-1064.00,Obstetricians and Gynecologists,NA,3.12,3.25,5.75,4.75,5.12,3.88,3.62,3.8,4.43,4.5,4.12,3.75,4,3.5,4.44,4.62,6,3.54,5.95,3.62
29-9011.00,Occupational Health and Safety Specialists,NA,3.25,3.12,4.62,4,4,3.75,3.5,3.45,4.42,4,4,3.25,3.75,3.38,4.12,4.58,4.94,4.24,5.3,4
29-9012.00,Occupational Health and Safety Technicians,NA,3,3,3.88,3.88,3.75,3.25,3.25,3.27,3.96,3.88,3.25,3.25,3.25,2.62,3.81,3.81,4.42,4.08,4.81,3.23
29-1122.00,Occupational Therapists,NA,3.5,4,4,4,4,4,3.38,3.9,4.1,4.12,4,3.5,3.62,3.12,3.57,3.67,4.9,4.67,4.71,4.05
31-2012.00,Occupational Therapy Aides,NA,2.62,2.75,3.5,3.12,3.12,3.12,3,3.65,3.57,3.5,3,2.88,3,1.5,3.65,3.62,4.21,3.78,4.63,2.58
31-2011.00,Occupational Therapy Assistants,NA,3,3,4,3.38,3.38,3.25,3,3.82,3.78,3.25,3,3.12,3.12,0.62,3.72,3.85,4.18,4.38,5.27,3.16
43-9061.00,"Office Clerks, General",NA,2,2,2.75,2.88,2.88,3,3,3,3.8,3,2.75,2.25,2.25,0.25,2.07,2.5,2.79,2.62,3.37,1.5
43-9071.00,"Office Machine Operators, Except Computer",NA,2.12,2.12,2.75,2.62,2.5,2.88,2.88,2.71,2.97,2.62,2.62,2,2.5,0.75,2.71,1.89,3.06,3.4,3.63,1.87
13-1199.06,Online Merchants,NA,3.38,2.88,3,3.62,3.38,3.25,3.12,3.82,3.92,3.88,3.12,2.5,3,1.5,4.31,4.07,5.14,4.04,4.63,3.37
47-2073.00,Operating Engineers and Other Construction Equipment Operators,NA,2.25,2,3.12,2.88,2.88,2.75,2.62,3.35,2.91,2.75,2.62,2.12,2.5,1.5,3.33,2.69,3.56,3.47,4.25,2.86
15-2031.00,Operations Research Analysts,1,4.12,4,4.12,4.38,4.38,4,3.88,4.35,5,4.38,4.12,3.12,4.38,4.38,3.1,6.47,5.65,6.15,5.95,4.2
51-9083.00,Ophthalmic Laboratory Technicians,NA,2,1.88,3,3,2.5,3,2.88,3.16,3.21,2.88,2.5,2.38,2.5,1.25,3.11,2.73,2.88,2.36,3.42,1.84
29-2057.00,Ophthalmic Medical Technicians,NA,2.5,2.12,3.5,3.38,3.25,3.12,3,3.22,3.83,3.12,3,2.62,2.62,0.38,2.78,3.17,4.43,2.65,5.35,2.48
29-2099.05,Ophthalmic Medical Technologists,NA,2.75,2.5,3.75,3.38,3.62,3.25,3.12,2.89,3.44,3.75,3,3.12,2.75,0.38,2.48,3.82,4,2.64,5,2.67
29-1069.06,Ophthalmologists,NA,3.88,3.75,5.5,5,5.5,4.12,4,3.7,4.46,4.88,4.38,3.88,4.25,2,4.7,5.75,6.32,4.84,6.19,4.45
29-2081.00,"Opticians, Dispensing",NA,2.88,2.75,3,3.25,3.12,2.88,3.12,3.69,3.96,3.62,2.88,2.88,2.88,1.62,4.04,3.81,4.48,3.63,5.15,2.89
29-1041.00,Optometrists,NA,3.25,3,5.12,4.62,5.12,4,4.12,3.22,4.39,4.38,3.88,3.25,3.62,2.25,3.45,5,5.39,3.48,5.48,3.67
29-1022.00,Oral and Maxillofacial Surgeons,NA,3.62,3.75,5.25,4.88,5,4.25,3.88,3.95,4.57,4.75,4.5,3.38,4.38,3.38,5.03,5.13,5.56,4.51,6,3.94
43-4151.00,Order Clerks,0,2.5,2,3,3,3,3,3,2.99,3.13,3.62,3,2.12,2.62,1.25,4.28,3.95,4.25,3.39,4.2,3.37
43-5081.04,"Order Fillers, Wholesale and Retail Sales",0,1,1,2.5,2.38,2.5,2.75,2.75,2.26,2.45,2.62,1.75,1.25,1.62,0.38,3.11,2.54,3.37,3.04,3.88,2.27
31-1015.00,Orderlies,NA,1.88,2,2.75,2.75,2.5,2.38,2.75,2.77,2.89,2.12,1.88,2,1.62,0.12,2.86,2.13,2.85,1.84,3.23,1.6
29-1023.00,Orthodontists,NA,3.12,3.25,4.88,4,4,3.88,3.5,3.69,4.44,4,3.88,3.38,3.62,3.88,3.79,3.89,5.27,4.36,5.48,3.71
29-1199.05,Orthoptists,NA,3.12,3,4.88,4.25,4.62,3.75,3.75,3.55,4.2,4,3.88,3.62,3.88,2.88,2.7,4.15,5.15,3.6,5.3,2.63
29-2091.00,Orthotists and Prosthetists,NA,3.38,3.5,4,4.12,4,3.88,4,4.03,4.28,4,4.12,3.62,3.88,3.62,4.12,3.64,4.91,4.91,5.36,3.64
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,0,2.5,2.12,3,3.12,3.12,3.12,3,3.83,3.85,3,2.75,2.12,2.75,0.5,2.98,1.99,3.75,2.86,4.07,2.47
51-9111.00,Packaging and Filling Machine Operators and Tenders,0,2.12,2.25,2.88,2.88,2.75,3,3,3.21,3.03,2.25,2.12,2.25,2.12,0,3.9,3.02,3.51,3.72,3.99,2.78
53-7064.00,"Packers and Packagers, Hand",0,1.12,1,2.5,2.38,2.12,2.38,2.38,3.01,3.21,2.25,1.12,1.25,1.75,0,3.6,2.6,3.55,3.18,3.62,2.96
47-2141.00,"Painters, Construction and Maintenance",0,2,2,2.5,2.88,2.88,3,2.5,3.85,3.65,3,2.25,1.38,2.12,0.62,2.69,2.87,3.79,3.6,3.31,2.51
51-9122.00,"Painters, Transportation Equipment",0,2,1.88,2.75,2.5,2.12,2.5,2.25,3.66,3.77,2.75,1.88,2.12,2.12,0.62,3.99,3.4,4.57,4.82,4.87,2.74
51-9123.00,"Painting, Coating, and Decorating Workers",0,1.63,1.75,2.63,2.63,2.63,2.25,2.5,3.85,2.86,2.75,1.75,1.5,2.12,1,2.88,1.97,3.03,2.91,2.56,1.56
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",NA,2.12,2.12,2.75,2.75,2.75,3,3.12,2.85,3.25,2.88,2.25,2.12,2.38,1.75,3.25,1.84,3.19,2.9,3.42,2.65
47-2142.00,Paperhangers,0,1.62,1.75,2.62,2.5,2.62,2.88,2.62,3.79,3.69,2.38,1.75,1.75,2.5,0.62,2.93,1.32,2.88,2.41,2.96,1.93
23-2011.00,Paralegals and Legal Assistants,NA,2.62,2.88,3.25,3.38,3.25,3.25,3.12,2.95,3.59,3.5,3.25,2.12,3,0.5,2.98,4.29,4.4,2.81,5.01,2.35
19-1031.03,Park Naturalists,NA,3.25,3.38,3.25,3.12,3.12,3,3,3.72,4,3.88,3.12,3.25,3,2.75,3.47,2.76,3.86,4.59,4.68,3.34
33-3041.00,Parking Enforcement Workers,NA,2.25,2.25,3.12,3,2.75,3,2.38,3.44,3.34,3,2.38,2.38,2.38,0.38,4.44,3.57,3.47,4.03,3.58,2.97
53-6021.00,Parking Lot Attendants,0,1.75,1.75,2.88,2.5,2.5,2.5,2.62,2.35,2.4,2.75,1.75,2,2.12,0.25,2.55,1.51,2.99,1.53,1.96,1.12
41-2022.00,Parts Salespersons,NA,2.88,2.38,3.12,3.12,2.88,3,3.38,3.07,3.59,3.12,3,2.12,3,0.38,4.37,3.29,4.49,3.11,4.99,3.1
29-1069.07,Pathologists,NA,3.88,3.88,5.62,5.25,5.88,4.38,4.38,3.56,4.89,4.62,4.62,3.88,4.5,1.38,4.13,5.56,6.28,4.48,6,3.72
43-4051.03,Patient Representatives,NA,3.12,3.12,3.5,3.38,3.38,3,3.25,4.19,4.14,4,3.5,3.12,3,0.38,4.3,3.42,3.86,3.28,4.55,2.6
51-4062.00,"Patternmakers, Metal and Plastic",NA,2.62,2.5,3.12,3,2.88,3.12,3.12,3.25,3.35,3,2.25,2,2.75,2.38,3.45,2.6,4.08,4.16,4.41,2.97
51-7032.00,"Patternmakers, Wood",NA,2.25,2.38,2.88,2.75,2.88,3,3,3.71,3.79,2.88,2.5,2,2.75,2.88,2.42,2.59,3.2,3.5,3.31,1.95
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",NA,1.75,1.62,3,2.62,2.5,2.88,2.38,2.94,3.08,3,2.25,2,2.5,0.62,3.74,2.83,4.5,3.17,3.39,2.48
43-3051.00,Payroll and Timekeeping Clerks,NA,2,2.25,2.88,3,3,3,2.75,3.37,3.74,3.12,2.88,2.5,2.88,0.38,3.03,4.14,3.59,2.93,4.3,2.14
29-1065.00,"Pediatricians, General",NA,3.38,3.38,5.38,4.25,5.25,4,3.25,3.98,4.48,4.38,4.12,3.12,3.75,3.5,3.76,4.61,5.28,3.5,5.01,2.66
39-9021.00,Personal Care Aides,NA,2,1.88,3,3,3,2.88,2.62,3.46,3.5,3,2.75,2.62,2.38,0,2.41,1.39,2.89,2.43,2.61,1.21
13-2052.00,Personal Financial Advisors,NA,3.38,3,4,4.5,3.88,3.25,3.25,3.14,4.32,4,3.38,2.62,3.5,3.12,4.29,5.5,5.92,4.5,5.23,5.43
37-2021.00,Pest Control Workers,NA,2.75,2.75,3,3,3,3,3,3.27,3.25,3.38,2.88,2.75,3,1.25,2.16,2.32,3.82,3.04,4.09,2.52
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",NA,2.25,2.12,2.88,3,2.88,3,3,3.17,3.5,2.88,2.38,2,2.88,0.38,3.33,2.69,4.16,3.39,4.45,3
17-2171.00,Petroleum Engineers,NA,3.62,3.62,4.12,4.12,4.25,3.88,4.12,4.05,4.51,4.25,3.75,3.12,4.12,1.12,4.79,5.57,5.02,4.81,5.2,3.9
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",NA,2.63,2.63,3.88,3.75,3.75,3.5,3.38,3.37,3.41,3.75,3.25,3,3.25,1.5,4.14,4.02,5.11,3.73,4.59,2.62
29-1051.00,Pharmacists,NA,3.12,3.25,4.12,4,4.12,3.88,4.12,2.85,3.7,4.38,3.88,3.5,3.5,2.88,4.05,4.68,4.58,3.4,5.77,2.86
31-9095.00,Pharmacy Aides,NA,1.75,1.5,3,3,2.75,2.75,2.75,2.86,3.22,2.88,2.5,2.25,2.38,0.5,5.08,3.22,4.53,3.53,5,3.15
29-2052.00,Pharmacy Technicians,NA,2.12,2.12,3.12,3.38,3,3.12,3.5,3.1,3.36,3.62,3,2.75,2.62,0.75,2.33,3.36,3.61,2.95,4.59,2.05
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",NA,3.38,3.38,3.38,4.12,4.12,3.25,3,4.06,4.64,4.38,4.25,4.25,3.62,2.38,4.1,4.62,4.07,5.02,4.28,3.83
31-9097.00,Phlebotomists,NA,2.38,2.25,3.25,3.25,3.25,3.38,3,3.6,4,3.38,3,2.88,2.38,0.25,3.48,3,3.65,2.8,5,1.65
27-4021.00,Photographers,NA,3.62,3.75,3.62,3.5,3.25,3.12,3.38,4.08,3.35,3,3,2.75,3,2.88,3.24,2.31,4.35,5.42,5.12,3.54
51-9151.00,Photographic Process Workers and Processing Machine Operators,NA,2.62,2.75,3.12,3.12,3.12,3.12,3.12,3.69,3.94,3.12,2.88,2.88,2.75,1.25,2.67,2.28,3.75,3.47,4.12,2.07
17-2199.07,Photonics Engineers,NA,4.25,4.62,4.12,5.12,4.5,4.38,4.62,4,4.57,4.75,5,3.25,4,3.88,3.35,5.65,5.39,5.48,5.39,3.65
